"","observed_scientific_name","valid_scientific_name","rank","vernacular_fr","kingdom","phylum","class","order","family","genus","species","itis_code"
"1817","Epinotia criddleana","Epinotia cinereana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Epinotia","Epinotia cinereana",NA
"1818","Paraswammerdamia conspersella","Paraswammerdamia conspersella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Paraswammerdamia","Paraswammerdamia conspersella",NA
"1819","Renia factiosalis","Renia factiosalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia factiosalis",NA
"1820","Renia sobrialis","Renia sobrialis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia sobrialis",NA
"1821","Odontosia elegans","Odontosia elegans","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Odontosia","Odontosia elegans",NA
"1822","Oligocentria semirufescens","Oligocentria semirufescens","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Oligocentria","Oligocentria semirufescens",NA
"1823","Dasychira obliquata","Dasychira obliquata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Dasychira","Dasychira obliquata",NA
"1824","Hyperstrotia pervertens","Hyperstrotia pervertens","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hyperstrotia","Hyperstrotia pervertens",NA
"1825","Heliothis acesias","Heliothis acesias","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Heliothis","Heliothis acesias",NA
"1826","Leucania inermis","Leucania inermis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Leucania","Leucania inermis",NA
"1827","Xestia imperita","Xestia imperita","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia imperita",NA
"1828","Capis archaia","Capis archaia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Capis","Capis archaia",NA
"1829","Perimede falcata","Mompha falcata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha falcata",NA
"1830","Scythris immaculatella","Scythris immaculatella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Scythrididae","Scythris","Scythris immaculatella",NA
"1831","Geina tenuidactylus","Geina tenuidactylus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Geina","Geina tenuidactylus",NA
"1832","Idia denticulalis","Idia denticulalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Idia","Idia denticulalis",NA
"1833","Leucania insueta","Leucania insueta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Leucania","Leucania insueta",NA
"1834","Hadena capsularis","Hadena capsularis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hadena","Hadena capsularis",NA
"1835","Scoparia","Scoparia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Scoparia","",NA
"1836","Hydriomena","Hydriomena","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hydriomena","",NA
"1837","Parornix crataegifoliella","Parornix crataegifoliella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parornix","Parornix crataegifoliella",NA
"1838","Bryotropha plantariella","Bryotropha plantariella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Bryotropha","Bryotropha plantariella",NA
"1839","Adela ridingsella","Adela ridingsella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Adela","Adela ridingsella",NA
"1840","Caloptilia aceriella","Caloptilia aceriella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Caloptilia","Caloptilia aceriella",NA
"1841","Coleophora fagicorticella","Coleophora fagicorticella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora fagicorticella",NA
"1842","Eupithecia annulata","Eupithecia annulata","species","Eupithecia vinsullata","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia annulata",NA
"1843","Pyreferra citrombra","Pyreferra citrombra","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Pyreferra","Pyreferra citrombra",NA
"1844","Aglossa cuprina","Aglossa cuprina","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa cuprina",NA
"1845","Coleophora asterophagella","Coleophora asterophagella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora asterophagella",NA
"1846","Coleophora simulans","Coleophora","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora simulans",NA
"1847","Monopis laevigella","Monopis laevigella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis laevigella",NA
"1848","Neocataclysta magnificalis","Neocataclysta magnificalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Neocataclysta","Neocataclysta magnificalis",NA
"1849","Blastobasis glandulella","Blastobasis glandulella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Blastobasidae","Blastobasis","Blastobasis glandulella",NA
"1850","Catocala retecta","Catocala retecta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala retecta",NA
"1851","Simyra insularis","Simyra insularis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Simyra","Simyra insularis",NA
"1852","Agrochola bicolorago","Agrochola bicolorago","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrochola","Agrochola bicolorago",NA
"1853","Feltia geniculata","Feltia geniculata","species","Trichosilia geniculata","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Feltia","Feltia geniculata",NA
"1854","Phyllonorycter crataegella","Phyllonorycter crataegella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Phyllonorycter","Phyllonorycter crataegella",NA
"1855","Aethes angulatana","Aethes angulatana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Aethes","Aethes angulatana",NA
"1856","Anopina","Anopina","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Anopina","",NA
"1857","Eupithecia columbiata","Eupithecia columbiata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia columbiata",NA
"1858","Stilbosis ostryaeella","Stilbosis ostryaeella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Stilbosis","Stilbosis ostryaeella",NA
"1859","Coleophora sexdentatella","Coleophora sexdentatella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora sexdentatella",NA
"1860","Anania plectilis","Anania tertialis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Anania","Anania tertialis",NA
"1861","Colobochyla interpuncta","Colobochyla interpuncta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Colobochyla","Colobochyla interpuncta",NA
"1862","Tarachidia","Tarachidia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acontia","",NA
"1863","Mniotype ducta","Mniotype ducta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mniotype","Mniotype ducta",NA
"1864","Apamea helva","Apamea helva","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea helva",NA
"1865","Agrotis vetusta","Agrotis vetusta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis vetusta",NA
"1866","Eucosma formosana","Eucosma formosana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma","Eucosma formosana",NA
"1867","Euxoa divergens","Euxoa divergens","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa divergens",NA
"1868","Eupsilia vinulenta","Eupsilia vinulenta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eupsilia","Eupsilia vinulenta",NA
"1869","Caloptilia strictella","Caloptilia strictella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Caloptilia","Caloptilia strictella",NA
"1870","Etainia sericopeza","Etainia sericopeza","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Etainia","Etainia sericopeza",NA
"1871","Coleotechnites atrupictella","Coleotechnites atrupictella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Coleotechnites","Coleotechnites atrupictella",NA
"1872","Paraeschra georgica","Paraeschra georgica","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Paraeschra","Paraeschra georgica",NA
"1873","Ancylis subaequana","Ancylis subaequana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis","Ancylis subaequana",NA
"1874","Acleris stadiana","Acleris stadiana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris stadiana",NA
"1875","Deidamia inscriptum","Deidamia inscriptum","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Deidamia","Deidamia inscriptum",NA
"1876","Stigmella crataegifoliella","Stigmella crataegifoliella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Stigmella","Stigmella crataegifoliella",NA
"1877","Dichrorampha petiverella","Dichrorampha petiverella","species","Tordeuse de petiver","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Dichrorampha","Dichrorampha petiverella",NA
"1878","Vaxi auratella","Vaxi auratella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Vaxi","Vaxi auratella",NA
"1879","Dioryctria disclusa","Dioryctria disclusa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria disclusa",NA
"1880","Homorthodes furfurata","Homorthodes furfurata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Homorthodes","Homorthodes furfurata",NA
"1881","Olethreutes lacunana","Olethreutes lacunana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Olethreutes","Olethreutes lacunana",NA
"1882","Feralia","Feralia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Feralia","",NA
"1883","Ancylis uncella","Ancylis uncella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis","Ancylis uncella",NA
"1884","Glyptocera","Glyptocera","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Glyptocera","",NA
"1885","Cenopis ferreana","Cenopis ferreana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cenopis","Cenopis ferreana",NA
"1886","Macrochilo litophora","Macrochilo litophora","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Macrochilo","Macrochilo litophora",NA
"1887","Bucculatrix sexnotata","Bucculatrix sexnotata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Bucculatricidae","Bucculatrix","Bucculatrix sexnotata",NA
"1888","Monopis dorsistrigella","Monopis dorsistrigella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis dorsistrigella",NA
"1889","Idia","Idia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Calliphoridae","Idia","",NA
"1890","Anacampsis rhoifructella","Anacampsis rhoifructella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Anacampsis","Anacampsis rhoifructella",NA
"1891","Aristotelia roseosuffusella","Aristotelia roseosuffusella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Aristotelia","Aristotelia roseosuffusella",NA
"1892","Chorelitis diana","Choreutis diana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Choreutidae","Choreutis","Choreutis diana",NA
"1893","Monopis marginistrigella","Monopis marginistrigella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis marginistrigella",NA
"1894","Eucosma olivaceana","Eucosma olivaceana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma","Eucosma olivaceana",NA
"1895","Megisto cymela cymela","Megisto cymela cymela","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Megisto","Megisto cymela",NA
"1896","Caloptilia packardella","Caloptilia packardella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Caloptilia","Caloptilia packardella",NA
"1897","Lygris","Eulithis","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eulithis","",NA
"1898","Catocala antinympha","Catocala antinympha","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala antinympha",NA
"1899","Thyraylia hollandana","Thyraylia hollandana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Thyraylia","Thyraylia hollandana",NA
"1900","Acossus populi","Acossus populi","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Cossidae","Acossus","Acossus populi",NA
"1901","Gypsonoma salicicolana","Gypsonoma salicicolana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Gypsonoma","Gypsonoma salicicolana",NA
"1902","Hypocoena basistriga","Hypocoena basistriga","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hypocoena","Hypocoena basistriga",NA
"1903","Aethes matthewcruzi","Aethes matthewcruzi","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Aethes","Aethes matthewcruzi",NA
"1904","Synanthedon proxima","Synanthedon proxima","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Synanthedon","Synanthedon proxima",NA
"1905","Xenolechia ontariensis","Xenolechia ontariensis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Xenolechia","Xenolechia ontariensis",NA
"1906","Agonopterix canadensis","Agonopterix canadensis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Depressariidae","Agonopterix","Agonopterix canadensis",NA
"1907","Xanthotype sospeta","Xanthotype sospeta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Xanthotype","Xanthotype sospeta",NA
"1908","Carpatolechia proximella","Carpatolechia proximella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Carpatolechia","Carpatolechia proximella",NA
"1909","Hethemia pistasciaria","Hethemia pistasciaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hethemia","Hethemia pistasciaria",NA
"1910","Tinea pellionella","Tinea pellionella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Tinea","Tinea pellionella",NA
"1911","Polypogon","Polypogon","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Polypogon","",NA
"1912","Orgyia antiqua nova","Orgyia antiqua nova","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Orgyia","Orgyia antiqua",NA
"1913","Lithophane semiusta","Lithophane semiusta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lithophane","Lithophane semiusta",NA
"1914","Dichrorampha vancouverana","Dichrorampha vancouverana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Dichrorampha","Dichrorampha vancouverana",NA
"1915","Leucobrephos brephoides","Leucobrephos brephoides","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Leucobrephos","Leucobrephos brephoides",NA
"1916","Xylotype arcadia","Xylotype arcadia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xylotype","Xylotype arcadia",NA
"1917","Acrolophus mora","Acrolophus mora","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Sulawesiana","Acrolophus mora",NA
"1918","Coleophora serratella","Coleophora serratella","species","Porte-case du bouleau","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora serratella",NA
"1919","Aglossa costiferalis","Aglossa costiferalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa costiferalis",NA
"1920","Argyresthia goedartella","Argyresthia goedartella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia","Argyresthia goedartella",NA
"1921","Coleophora duplicis","Coleophora duplicis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora duplicis",NA
"1922","Catocala habilis","Catocala habilis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala habilis",NA
"1923","Pyrrhia","Pyrrhia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Pyrrhia","",NA
"1924","Momphidae","Momphidae","family","","Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","","",NA
"1925","Caloptilia ostryaeella","Caloptilia ostryaeella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Caloptilia","Caloptilia ostryaeella",NA
"1926","Holcocera chalcofrontella","Holcocera chalcofrontella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Blastobasidae","Holcocera","Holcocera chalcofrontella",NA
"1927","Scrobipalpa atriplicella","Scrobipalpa atriplicella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Scrobipalpa","Scrobipalpa atriplicella",NA
"1928","Achatia evicta","Achatia evicta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Achatia","Achatia evicta",NA
"1929","Psaphida grotei","Psaphida grotei","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Psaphida","Psaphida grotei",NA
"1930","Neoheliodines nyctaginella","Neoheliodines nyctaginella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Heliodinidae","Neoheliodines","Neoheliodines nyctaginella",NA
"1931","Coleophora ostryae","Coleophora ostryae","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora ostryae",NA
"1932","Aristotelia intermediella","Aristotelia intermediella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Aristotelia","Aristotelia intermediella",NA
"1933","Syngrapha alias","Syngrapha alias","species","Autographe de l'épinette","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Syngrapha","Syngrapha alias",NA
"1934","Datana drexelii","Datana drexelii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Datana","Datana drexelii",NA
"1935","Parornix quadripunctella","Parornix quadripunctella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parornix","Parornix quadripunctella",NA
"1936","Hyperstrotia","Hyperstrotia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hyperstrotia","",NA
"1937","Agonopterix eupatoriiella","Agonopterix eupatoriiella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Depressariidae","Agonopterix","Agonopterix eupatoriiella",NA
"1938","Zimmermannia grandisella","Zimmermannia grandisella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Zimmermannia","Zimmermannia grandisella",NA
"1939","Swammerdamia heroldella","Swammerdamia heroldella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Swammerdamia","Swammerdamia heroldella",NA
"1940","Arogalea cristifasciella","Arogalea cristifasciella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Arogalea","Arogalea cristifasciella",NA
"1941","Sthenopis","Sthenopis","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Hepialidae","Sthenopis","",NA
"1942","Euxoa scandens","Euxoa scandens","species","Ver-gris blanc","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa scandens",NA
"1943","Philonome clemensella","Philonome clemensella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lyonetiidae","Philonome","Philonome clemensella",NA
"1944","Oidaematophorus","Oidaematophorus","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Oidaematophorus","",NA
"1945","Sparganothis","Sparganothis","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Sparganothis","",NA
"1946","Apamea zeta","Apamea zeta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea zeta",NA
"1947","Argyroploce lediana","Argyroploce lediana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Argyroploce","Argyroploce lediana",NA
"1948","Hellinsia lacteodactylus","Hellinsia lacteodactylus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Hellinsia","Hellinsia lacteodactylus",NA
"1949","Argyresthia alternatella","Argyresthia alternatella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia","Argyresthia alternatella",NA
"1950","Papaipema lysimachiae","Papaipema lysimachiae","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Papaipema","Papaipema lysimachiae",NA
"1951","Dasychira","Dasychira","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Dasychira","",NA
"1952","Elatobia carbonella","Elatobia carbonella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Elatobia","Elatobia carbonella",NA
"1953","Archips","Archips","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Archips","",NA
"1954","Endothenia nubilana","Endothenia nubilana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Endothenia","Endothenia nubilana",NA
"1955","Cydia rana","Cydia rana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cydia","Cydia rana",NA
"1956","Apotomis betuletana","Apotomis betuletana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Apotomis","Apotomis betuletana",NA
"1957","Glyphidocera septentrionella","Glyphidocera septentrionella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Glyphidocera","Glyphidocera septentrionella",NA
"1958","Epipagis adipaloides","Epipagis adipaloides","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Epipagis","Epipagis adipaloides",NA
"1959","Coleophora glaucicolella","Coleophora glaucicolella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora glaucicolella",NA
"1960","Mompha claudiella","Mompha claudiella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha claudiella",NA
"1961","Phragmatobia fuliginosa","Phragmatobia fuliginosa","species","L'ecaille cramoisie","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Phragmatobia","Phragmatobia fuliginosa",NA
"1962","Eulithis prunata","Eulithis prunata","species","La cidarie du prunier","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eulithis","Eulithis prunata",NA
"1963","Filatima","Filatima","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Filatima","",NA
"1964","Stigmella slingerlandella","Stigmella slingerlandella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Stigmella","Stigmella slingerlandella",NA
"1965","Monochroa fragariae","Monochroa fragariae","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Monochroa","Monochroa fragariae",NA
"1966","Landryia","Landryia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Scythrididae","Landryia","",NA
"1967","Acronicta haesitata","Acronicta haesitata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta haesitata",NA
"1968","Ectoedemia","Ectoedemia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Ectoedemia","",NA
"1969","Phycitodes albatella","Phycitodes albatella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Phycitodes","Phycitodes albatella",NA
"1970","Zale","Zale","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zale","",NA
"1971","Argyresthia aureoargentella","Argyresthia aureoargentella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia","Argyresthia aureoargentella",NA
"1972","Coleophora mcdunnoughiella","Coleophora mcdunnoughiella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora mcdunnoughiella",NA
"1973","Duospina trichella","Duospina trichella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Duospina","Duospina trichella",NA
"1974","Coleophora heinrichella","Coleophora heinrichella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora heinrichella",NA
"1975","Coenonympha","Coenonympha","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha","",NA
"1976","Virbia","Virbia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Virbia","",NA
"1977","Diathrausta harlequinalis","Diathrausta harlequinalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Diathrausta","Diathrausta harlequinalis",NA
"1978","Acrobasis demotella","Acrobasis demotella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis demotella",NA
"1979","Cauchas cyanella","Cauchas cyanella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Cauchas","Cauchas cyanella",NA
"1980","Coleophora concolorella","Coleophora concolorella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora concolorella",NA
"1981","Chionodes praeco","Chionodes praeco","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Chionodes","Chionodes praecia",NA
"1982","Papaipema","Papaipema","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Papaipema","",NA
"1983","Parornix obliterella","Parornix obliterella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parornix","Parornix obliterella",NA
"1984","Aristotelia","Aristotelia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Aristotelia","",NA
"1985","Coleophora bispinatella","Coleophora bispinatella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora bispinatella",NA
"1986","Metendothenia","Metendothenia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Metendothenia","",NA
"1987","Coleophora multipulvella","Coleophora multipulvella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora multipulvella",NA
"1988","Blastobasis floridella","Blastobasis floridella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Blastobasidae","Blastobasis","Blastobasis floridella",NA
"1989","Agrotis obliqua","Agrotis obliqua","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis obliqua",NA
"1990","Meroptera abditiva","Meroptera abditiva","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Meroptera","Meroptera abditiva",NA
"1991","Coleophora canadensisella","Coleophora canadensisella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora canadensisella",NA
"1992","Epiblema strenuana","Epiblema strenuana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Epiblema","Epiblema strenuana",NA
"1993","Caloptilia populetorum","Caloptilia populetorum","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Caloptilia","Caloptilia populetorum",NA
"1994","Chrysoesthia drurella","Chrysoesthia drurella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Chrysoesthia","Chrysoesthia drurella",NA
